trial_no,y1,y2,x,y
160,0.6144665487087053,44.7011988367563,0.22275939272380862,0.3224823873182787
90,0.8890853846879341,43.58608319833928,0.2995884475610583,0.36403036722221205
71,1.558555108922295,43.57968666342847,0.6213548098608235,0.059640401519386765
116,2.4606801279719854,40.50721764807341,0.7337794540855652,0.2770157843063934
9,3.3836404520094625,37.883518510694316,0.7019346929761688,0.5943044672546364
78,4.347868177329894,36.50279091800273,0.6208665755995557,0.8375510370334185
26,7.0171869671084135,33.20649116060737,1.0581405800002952,0.7966399781166786
163,7.074095875033095,32.9968039590004,0.8809812778752762,0.9961907231005109
62,7.768126412928175,32.26219922305707,0.9313010568883545,1.0366821811291431
190,9.583904352518402,30.517160845753416,1.0581405800002952,1.1297409442373234
153,13.89482753839188,27.23867156757389,1.4388766929317436,1.1846268387706647
115,14.418572076320455,27.215341311042977,1.5671208907962142,1.0718092800074994
105,14.52980186305669,26.826971080322963,1.199238795737931,1.48130914280619
129,18.013230733510312,24.726857901077977,1.3015754928927048,1.6760694853372549
127,20.60027200374204,24.527342199841463,1.0508700495741978,2.011402530535207
50,20.670137938964366,23.023546328408006,1.6332245088604807,1.5811743067728279
173,21.41550354689182,22.63122631750695,1.6332245088604807,1.6390404480611198
180,22.690771790600564,22.004731400509268,1.6332245088604807,1.7335716458536066
165,23.927579627440387,21.393373841081473,1.7236832634164672,1.7351688431613952
4,26.194087883052127,20.54564623912883,1.9838373711533497,1.6164502020100708
170,27.07865329549891,20.328775945833165,1.5671208907962142,2.0769678470079422
96,28.27613783083155,19.619180462045563,2.040684013806406,1.7043013857598264
199,28.651165486581455,19.536856399916466,2.086524011835635,1.6760694853372549
169,28.721911889667325,19.498471159616834,2.08511002351287,1.6830906577671298
182,30.899287628166956,18.49864647733737,2.086524011835635,1.836093531134802
125,31.847993081961757,18.110747339678767,2.095972572016474,1.8891525210646933
124,32.375456885270005,17.979919522347444,1.8504209895705315,2.1609734803264744
186,34.01517126046244,17.26648759979637,2.086524011835635,2.037206509696289
54,34.47533158464486,17.102522164093692,2.095972572016474,2.0556585011902784
162,36.06996077131263,16.556655154434715,2.08511002351287,2.1609734803264744
185,36.335498401986655,16.464455797175308,2.100968400005661,2.1609734803264744
198,41.79224053957587,14.876651370249123,2.4578657964016912,2.0992750800627933
104,42.84364262318255,14.52251788851398,2.4578657964016912,2.1609734803264744
187,45.93681908401929,13.986066542019396,2.6941553217082643,2.0556585011902784
121,50.35323691512809,12.680865345692123,2.754741095589484,2.236003292719506
43,51.839194081468875,12.610037612350904,2.1404559493564745,2.894520141445157
171,54.72263778631162,11.397072867728603,2.6941553217082643,2.534203336176666
175,56.53689931727266,11.116265120909388,2.4512676130996387,2.850528357741239
133,58.317605483709414,10.601646802760147,2.6233515456186685,2.774423911198052
150,58.701153018825565,10.519001452303053,2.7812011699520944,2.6344275102882393
107,63.17404522086211,9.92629839964118,3.0997785919068988,2.486942698650536
18,72.20595280961258,8.687671661402774,3.4325046384079183,2.503877015692119
56,83.5413583126147,6.420808188763062,3.45448458758462,2.9919685513544416
10,97.8702836708631,5.382495212357018,4.003722843377683,2.9047847271581926
152,116.16776404464086,5.170866606829349,4.6309071335322685,2.7562003069008183
143,122.56524536629396,4.685211729780274,4.7450816034380825,2.850528357741239
