trial_no,y1,y2,x,y
161,0.022556978253224287,49.25469020745719,0.0750949037106119,0.0
91,0.19848698818672,47.82202781980859,0.22275939272380862,0.0
132,0.35901295164817987,47.09386876230146,0.2995884475610583,0.0
13,0.7232517887507462,45.92860237869879,0.42522105684888956,0.0
71,1.5443271989487204,44.17253370112894,0.6213548098608235,0.0
9,1.9708492528141937,43.47336538344186,0.7019346929761688,0.0
109,2.1537291489524404,43.20063774638246,0.7337794540855652,0.0
108,2.4583541435064142,42.775018803572394,0.7839569732304214,0.0
89,2.884237140947751,42.2295383070085,0.8491520978228445,0.0
155,3.026057397024482,42.0587310152329,0.8697783334023218,0.0
1,4.000001308159884,40.994281586172725,0.0005718740867244332,1.0
158,4.046331724209214,39.9353426673424,0.10762402637098989,1.0
64,4.4356022799342085,37.80889193388043,0.33000086361031244,1.0
15,4.967209972498557,36.32446080147213,0.4917341691652505,1.0
30,5.047233532351735,36.14508694169665,0.5116721441391292,1.0
22,5.06556084339674,36.10508988196709,0.5161300328882101,1.0
78,5.541901218786875,35.17680954870116,0.6208665755995557,1.0
163,7.1045120478670185,32.96631523321399,0.8809812778752762,1.0
3,7.4692866342454645,32.55431108967782,0.9313010568883545,1.0
127,8.417311444368309,31.595627365350097,1.0508700495741978,1.0
26,8.478645948173444,31.53825568704041,1.0581405800002952,1.0
105,9.752694756811852,30.445785731823655,1.199238795737931,1.0
98,13.823471545479679,27.784658978407776,1.5671208907962142,1.0
165,15.884335970328168,26.73425135841737,1.7236832634164672,1.0
180,19.469286634245464,25.554311089677817,0.9313010568883545,2.0
131,19.741682169400143,25.26370641118365,0.9671714131166387,2.0
92,21.09447055347952,23.988150707977145,1.1285466930392736,2.0
139,21.492558741118415,23.655035379208577,1.1718104306071027,2.0
160,22.77639505479555,22.678343834771837,1.3015754928927048,2.0
79,23.286106675271164,22.325132080566483,1.3496394588251304,2.0
142,25.823471545479677,20.784658978407776,1.5671208907962142,2.0
169,26.66968918537023,20.33517720773775,1.6332245088604807,2.0
124,29.69623135457274,18.91984794293787,1.8504209895705315,2.0
106,31.742442860738535,18.097237003651138,1.9838373711533497,2.0
81,33.39073524061537,17.49658357502514,2.08511002351287,2.0
8,33.41432980786669,17.488342333610323,2.086524011835635,2.0
57,33.572404090581415,17.433375302480613,2.095972572016474,2.0
46,36.24209278524718,16.56491652231477,2.2495606673997024,2.0
157,41.569422579704934,15.109247361081398,2.5283108283844835,2.0
144,45.03389158995584,14.316919680406318,2.6941553217082643,2.0
121,46.3543940149182,14.04118754783471,2.754741095589484,2.0
187,50.72810158248681,13.216748550457492,2.946527684516421,2.0
194,52.56815627772611,12.906234020728876,3.023580504870265,2.0
114,52.76354160688174,12.874412319053917,3.0316473082666517,2.0
185,53.65627287128939,12.404384217765736,2.100968400005661,3.0
43,54.32620668454211,12.176992177570781,2.1404559493564745,3.0
54,60.01546210275858,11.831790634767243,3.3172074890922403,2.0
162,60.062333102246534,11.82585101457219,3.318973226098944,2.0
133,63.52789332759943,9.648457875713172,2.6233515456186685,3.0
150,66.9403197909716,8.923068248221956,2.7812011699520944,3.0
171,70.7281015824868,8.216748550457492,2.946527684516421,3.0
107,74.43450927537727,7.610841399775328,3.0997785919068988,3.0
18,83.12835237076749,6.457041708612691,3.4325046384079183,3.0
146,83.73385506343872,6.3886178900134825,3.45448458758462,3.0
77,92.39145392229017,5.550741779205683,3.7547121701366857,3.0
170,95.62589093092913,5.2975712555699435,3.860890147716234,3.0
126,100.11918642633712,4.992568172807449,4.003722843377683,3.0
12,112.80579462621687,4.3819910417523,4.381945761480192,3.0
51,114.48934033311824,4.325230117740831,4.429710496553873,3.0
152,121.7812035176002,4.136229544077366,4.6309071335322685,3.0
159,125.86475213560946,4.0676774730183185,4.739851056088405,3.0
143,126.0631976931461,4.064983388905699,4.7450816034380825,3.0
80,130.01159151595897,4.023110463006015,4.847978741598372,3.0
